               Entry              Nevents                           Time                    Temperature                         Energy                  O*                  CO*                  O2*                   O2                   CO                  CO2
                   1                    0         0.0000000000000000E+00         4.2300000000000000E+02        -5.5295999999999999E+01                   0                    0                    0                    0                    0                    0
                   2              5450963         1.0000000000000001E-01         4.2300000000000000E+02        -1.5175109200002529E+04               14592                   38                    2                -7305                  -52                   14
                   3              5860727         2.0000000000000001E-01         4.2300000000000000E+02        -1.5877423200002990E+04               15312                   56                    3                -7673                  -84                   28
                   4              6097087         3.0000000000000004E-01         4.2300000000000000E+02        -1.6222784200003247E+04               15696                   49                    0                -7876                 -105                   56
                   5              6237638         4.0000000000000002E-01         4.2300000000000000E+02        -1.6444239600003268E+04               15927                   51                    1                -8001                 -124                   73
                   6              6338234         5.0000000000000000E-01         4.2300000000000000E+02        -1.6565993400003081E+04               16089                   33                    1                -8097                 -136                  103
                   7              6444375         5.9999999999999998E-01         4.2300000000000000E+02        -1.6709159400002914E+04               16241                   33                    1                -8180                 -150                  117
                   8              6500104         6.9999999999999996E-01         4.2300000000000000E+02        -1.6805412600002819E+04               16325                   44                    3                -8231                 -175                  131
                   9              6557300         7.9999999999999993E-01         4.2300000000000000E+02        -1.6866722400002735E+04               16398                   41                    2                -8277                 -193                  152
                  10              6613920         8.9999999999999991E-01         4.2300000000000000E+02        -1.6930161400002642E+04               16480                   32                    3                -8331                 -208                  176
                  11              6667251         9.9999999999999989E-01         4.2300000000000000E+02        -1.6998767200002574E+04               16547                   35                    2                -8371                 -226                  191
                  12              6711595         1.0999999999999999E+00         4.2300000000000000E+02        -1.7047329800002517E+04               16599                   36                    0                -8401                 -239                  203
                  13              6747669         1.2000000000000000E+00         4.2300000000000000E+02        -1.7079147200002466E+04               16642                   30                    2                -8434                 -252                  222
                  14              6785553         1.3000000000000000E+00         4.2300000000000000E+02        -1.7101216200002433E+04               16672                   26                    2                -8457                 -264                  238
                  15              6814374         1.4000000000000001E+00         4.2300000000000000E+02        -1.7145016400002380E+04               16718                   27                    2                -8488                 -281                  254
                  16              6846864         1.5000000000000002E+00         4.2300000000000000E+02        -1.7170499000002357E+04               16740                   31                    0                -8501                 -293                  262
                  17              6865223         1.6000000000000003E+00         4.2300000000000000E+02        -1.7205377600002324E+04               16772                   33                    1                -8526                 -311                  278
                  18              6895616         1.7000000000000004E+00         4.2300000000000000E+02        -1.7240415200002273E+04               16815                   30                    2                -8557                 -325                  295
                  19              6927878         1.8000000000000005E+00         4.2300000000000000E+02        -1.7260700600002256E+04               16832                   33                    1                -8569                 -337                  304
                  20              6947933         1.9000000000000006E+00         4.2300000000000000E+02        -1.7277409800002239E+04               16848                   34                    1                -8583                 -350                  316
